set_number,err_true,err_train,err_cv,err_loo,err_grid_buffer,err_sloo
42,1.9806540268580017,2.071673019953247,2.0892420080824934,2.088479612101311,2.066924763024273,2.089684334245081
43,1.9846869915281657,1.9106182260657796,1.9322212750519983,1.9256498374040858,1.9811444182258584,1.9299348956531874
44,1.9834423225406668,1.9593048474308787,1.9766411228843133,1.9747842971672012,1.9570042546617703,1.9713819757395459
45,2.0182795404815064,1.8716108345307598,1.8883056998440144,1.8873766446315088,1.8957814484536444,1.8902200901844046
46,1.9920552918148964,1.9303141594446942,1.9469980539181042,1.945142317124712,1.9370799406749282,1.9452596753643405
47,1.9908922009888834,1.967214457995584,1.9840647780500347,1.9831872503157975,1.9568801488500407,1.9893131694334247
48,2.0000489899696436,1.9167557682904102,1.9341710240863987,1.931811827783682,1.9180207805775533,1.9324224015016183
49,1.9845102979401288,1.945198340624931,1.9657318089005162,1.9613057003735275,1.9834491794371956,1.961011880380436
50,1.9913162056221951,1.8713151242384123,1.8817379021558225,1.8861464053023036,1.8698189793315718,1.8819153717423978
51,1.9804377118185648,2.048683884434489,2.0659082147874255,2.0645804946822124,2.051504933143861,2.063298733675818
52,1.9919749748725533,1.9628323563652477,1.978738017216103,1.9795685508730434,1.9805749940808384,1.9768514370177923
53,2.0107657764386464,1.9800075652572244,1.9991228907165501,1.995314888596069,1.979714775849565,1.9904293858835127
54,1.9847838499790629,1.9930194272355424,2.0089486569866457,2.0085078263439073,1.9794900889452338,2.005303933665412
55,1.986575694379374,1.9714958211067048,1.9870390921596917,1.988132165774521,1.9875642134157179,1.9911761907314252
56,1.9951452294151952,1.9598898800358382,1.972451161967412,1.9755042655175137,1.9711744378711935,1.9798583268981576
57,1.9872766643834745,1.890428029093093,1.9043226441804526,1.9056431170627834,1.9223593099653873,1.9064603300841216
58,1.9926225903682084,2.0454874687722464,2.0623751249017124,2.0626797078064842,2.072716424622853,2.0617508273519456
59,1.9908447743169317,1.903321820781464,1.9197877434670334,1.9184190700252945,1.8940504665549256,1.9174051722660115
60,1.9932857673061863,1.977275441165001,1.9988768176079106,1.9942513818807177,1.9729932275846858,1.997583331045527
61,1.983155466854403,1.9967350908295782,2.014598363130312,2.0139751279976275,1.9987858706723693,2.012243327691646
62,1.9838510083580252,1.9190636551522748,1.9314205461290286,1.9335913805294627,1.928533674166293,1.9362325272858747
63,1.9849683148040391,2.009321587573008,2.0245946027247657,2.0247882063338043,2.0041556304837522,2.0311528402061216
64,1.9853443542935014,1.957601437368409,1.9763889854068175,1.9733494380133187,1.9858849258089397,1.9720483278245848
65,1.9868608093968576,2.013962366445064,2.029070644517201,2.0300056128596298,2.0232243967418784,2.02548628200255
66,1.9915014893651404,1.9937753612878968,2.010863338736282,2.0096385268395345,2.0152762713381778,2.0091914196644107
67,1.9837486619483373,2.049053682029319,2.0639336490958256,2.065608920999232,2.0671459178380758,2.0650283683326314
68,1.9899131796070912,1.9723898176575059,1.9901308373889872,1.9889075987275961,1.9709441834135701,1.9922832304619977
69,1.9830418270747423,2.0160866192302844,2.0332504491741594,2.0321640385890443,2.017882627007677,2.034008760260411
70,1.991020211912088,2.017792759964479,2.0336455415885974,2.033079321332674,1.9761899960347393,2.028838092862337
71,1.99257856840926,2.026918793047182,2.041589534594085,2.0419063505565864,2.0310578249867635,2.0422373648082925
72,1.9871078026027216,1.9952306061086507,2.014713799881328,2.0105818963258986,1.9953014393152513,2.010327211657541
73,1.9931138257446914,1.9314746792989466,1.9490465240049173,1.9473239804583777,1.931848004364737,1.9475179871281028
74,1.982771239919239,2.025577338855883,2.0447335297170817,2.0413311996999477,2.0263168930361655,2.042789867906562
75,1.9828546610393971,1.8961233375196782,1.9124715946773063,1.9116223319852854,1.9134776257170738,1.911785442199161
76,1.9871149611100127,1.899317456396602,1.9137102559875048,1.9148059106191715,1.9240163930430758,1.9179778030673595
77,1.9831954563550767,1.8585328830222128,1.8745038325178878,1.8737394788166648,1.871948301363968,1.873108377623165
78,1.9847808743420807,1.9823482663638403,2.000890868019727,1.9986299472167055,1.9972774775229412,1.9973193086409375
79,1.9836112473729348,2.036224036604078,2.0482043085446153,2.0524067269805855,2.040826285891176,2.056034255253451
80,1.981985611995183,1.9205012113293194,1.9340259165705669,1.9364076582083305,1.9397394910128973,1.9337128882447847
81,1.990503610410243,1.830653023037079,1.84497801383907,1.8455190777321726,1.8425151145194152,1.8439663139110278
82,1.9891758612973167,1.9280348525641444,1.9430559592388512,1.944680433563362,1.9242803891511577,1.9442123429658413
83,1.9933085620536455,1.910735660154552,1.924240092196094,1.9250599322192463,1.9217461434820138,1.923377630295425
84,1.9888959261187025,1.9288287543536173,1.9423434653612517,1.9442125452862227,1.9539910823715512,1.9509815752420723
85,1.9921280665151275,1.9108517114869037,1.9256804697872414,1.9253272752603063,1.9023651224673457,1.9206473060866958
86,1.9849909632276208,1.9698902079593652,1.9846690963630909,1.9867004169162126,1.990222445381003,1.9870326100660154
87,1.986591479468022,1.9442097872123676,1.9655406181796495,1.9612227570916814,1.9591312732082597,1.9627577012507234
88,1.9910465971800375,2.0113480130508257,2.0298572704322235,2.0279557303995777,2.0234576307237893,2.0282816799897367
