set_number,err_true,err_train,err_cv,err_cv_flip,err_loo,err_grid_buffer,err_grid_buffer_flip,err_sloo
1,1.92536554582202,2.0230655854363215,2.040985236793383,2.0529637312447844,2.038756603488645,2.040446689611645,2.0562425074922106,2.040429571812762
2,1.9236877996440096,1.8987496508337585,1.9114287290458813,1.9168988228864117,1.9134295661767953,1.9118059638795255,1.9141918999325505,1.909479595654314
3,1.919263732528975,1.9388721603383219,1.963403601835139,1.9541481560506948,1.9552622511319284,1.9862061645459144,1.9799922234435412,1.9620534584537295
4,1.9252506279483654,2.031938553472315,2.044660848924321,2.0493311954174254,2.04762817422455,2.041159026258257,2.0468274273245575,2.048521685497525
5,1.9333660193742175,1.9270985757314771,1.9489802086067527,1.9448752742273292,1.9427625763194107,1.908175691609889,1.9310986814371127,1.9458388733984793
6,1.9391571493284028,1.8210141154926607,1.8384234718713308,1.836690064559042,1.8362436219590954,1.8298381440814486,1.8336151304854331,1.8326017289076886
7,1.920171638020736,1.8662359859484237,1.8799390013829755,1.880819620838311,1.8804627650251693,1.8583148570496844,1.8837243628174112,1.8765956028105066
8,1.921818944945151,1.8254276350023515,1.8412028091224808,1.8424017399568446,1.8395198324074309,1.83701632491167,1.837620074517774,1.8364201008320205
9,1.9227488859167428,1.8932960895906203,1.9117798749920019,1.9094956547544653,1.9083561580544062,1.8918380711157148,1.9217405242573953,1.9045774657380532
10,1.9361651775303756,1.9223276727330356,1.9352513641963927,1.9409113238041515,1.9372845535849805,1.9267329891616196,1.9587766488825555,1.9422613113814389
11,1.9236377862329939,1.9142003964013672,1.9290886741587898,1.927164118930623,1.9294346775657365,1.9259125722786767,1.9479315491187943,1.9289596299418832
12,1.9197111373496598,1.8923955303293125,1.9101012892426064,1.9122975844948207,1.9076917401565077,1.8912497558343282,1.9048652058826274,1.9084923208383375
13,1.9261991453278846,1.783788699308311,1.7978849303192814,1.7978609678114161,1.7981573414376852,1.8290064246181932,1.8233668256425002,1.8020972587243973
14,1.9244787390506046,1.976770376909206,1.9888205963382313,1.9951261568311225,1.9924361589725015,1.9749118418115263,1.9946676607087261,1.9884810816769645
15,1.9196860724613067,1.927485544024581,1.9404916378437886,1.9408032499925394,1.9420788327862823,1.9357198180127313,1.9463565498276099,1.9418740988404317
16,1.9349408689841494,1.9391666554029778,1.9582871686986212,1.9574511184596364,1.955585116443226,1.96360537516305,1.975630858962234,1.9592447843207237
17,1.9308562072384576,1.9415505031441023,1.949625204408705,1.9558542112745176,1.9571783256709396,1.949251428251477,1.9546716987222825,1.9594941482089536
18,1.9259381121103445,1.9881919026387402,2.0064368822101337,2.005967955841302,2.003871745937498,1.9827924047009244,1.9990507883612942,2.002980985203864
19,1.9250091543335002,1.9175753513052365,1.9363220305150746,1.938541371257256,1.9338969274531226,1.9419610620175956,1.9417405288820693,1.942752058606795
20,1.922430675949284,1.8550538441090751,1.8692938902005134,1.8731148402769358,1.8701454493797507,1.8451198511198421,1.8673595714395035,1.8719191357738716
21,1.9229133759646304,1.961022617093773,1.9783975867363053,1.980618730122705,1.9765565640138976,1.9596836838375498,1.970846490772236,1.9798268703801531
22,1.930162393920257,1.817046235670318,1.8296094223816555,1.840400071589747,1.8318310123031427,1.8379379191489758,1.8375969777873484,1.834379816906294
23,1.9297738229599322,1.8734912031128184,1.8902148266031067,1.8968749127309081,1.8882500230299593,1.8776169795051703,1.8854325974873993,1.883874684683775
24,1.927143314425821,1.8997247135635846,1.9143838009993308,1.9198680136518367,1.9153114969584766,1.8933263543544951,1.9097452823207703,1.9155858223451954
25,1.9264253874268653,1.8677615176260007,1.8873436780096715,1.882697006425312,1.882770005820526,1.8653787457418234,1.8877309888262035,1.8832248349945495
26,1.9184091255290163,1.937217008409651,1.9527545667365631,1.9582846569773893,1.9527774191940452,1.9547855472390585,1.9678974044481568,1.9552300632428443
27,1.9195393006892372,1.9361499423700994,1.9583428213326188,1.953273584906403,1.952636874981481,1.9160220755417186,1.969760228629233,1.9524354208165733
28,1.9375704666757734,1.859191664982452,1.8733653969318211,1.8723068410872075,1.8737947541712134,1.8493959061914043,1.870412595971377,1.8728316767797195
29,1.9208696572698607,1.9176354217523044,1.9293165696559356,1.9358552325401683,1.9326288570850247,1.9226467213477114,1.9333039616547196,1.9321535178637739
30,1.9256420955460758,1.8661614290973396,1.889371380865331,1.8853168080943863,1.8813987683678026,1.8746336484955965,1.884386201546053,1.8779989388426872
31,1.921172656480439,1.9410054005870974,1.9541032685804418,1.959023328765547,1.9574565416711853,1.9374961834523172,1.9553348251105924,1.9580626065861118
32,1.924168719658549,1.978214915110051,1.9967750061583336,1.9973855203187065,1.993810689250885,1.9624276733467385,2.0094744364887993,1.989377769526406
33,1.9287018977722683,1.8316873007389027,1.8489243084536144,1.8511655685241608,1.8459582857478205,1.8629515075297578,1.8825529103567762,1.8483930968285498
34,1.9217224854771275,1.906613329702257,1.92240061771679,1.9258435741492583,1.9218189888851351,1.909763188432138,1.926602510314401,1.919943183792607
35,1.9199585361168021,1.8661478114454446,1.8839061539780344,1.8848437492256647,1.8814396517734115,1.8881044901439112,1.9051355754818065,1.8799439021620037
36,1.929591350160105,1.9901997739234543,2.001328053768461,2.0116256959553085,2.005480635668071,2.0001990928755475,2.0158759756404745,2.005240458985981
37,1.9193666058144765,1.9203327673475437,1.942096761077368,1.9361199126874533,1.936797997224667,1.9320807238609217,1.9448874076333484,1.942857482879608
38,1.9261931843291216,1.9587378931353538,1.9716430209759497,1.9768441117218114,1.9740404237342668,1.9539736914188786,1.965733274187306,1.971611725804201
39,1.925154764952435,1.8906984174967179,1.9098279907014484,1.9114866180994075,1.9055757450715325,1.876005264887431,1.9094513630433223,1.9061849701342675
40,1.925928604912263,2.007236107348045,2.0218872048405987,2.039781851526712,2.0236549750221946,2.0148608090605804,2.0576306474622394,2.0245894229047035
41,1.9257454551796525,2.0020746848701685,2.016729823936382,2.016800569740207,2.018464278191737,2.0251404328171945,2.0168541638834374,2.016629607219178
42,1.920304785358918,1.8851552927090882,1.9008056262954256,1.9018383584793659,1.9000056011573485,1.892410430810463,1.9040815171576846,1.9043951405592672
43,1.922019374093653,1.9017439383384935,1.910917685899682,1.9181761680438871,1.9163813267609773,1.9096637280200786,1.9327735371219443,1.9178253349326173
44,1.9204103211761583,1.8324265596160947,1.8480216247717893,1.8495553857253326,1.8473418953375924,1.8335438798497676,1.8610111876537192,1.8442702083972184
45,1.9346355270776616,1.9900719186072602,2.0047354044390064,2.007369350843916,2.005896415241259,2.0050354014591902,2.017150759375628,2.006873424493693
46,1.934047779980467,1.9131826794217262,1.927653984592039,1.93278015197515,1.928458511074529,1.9276600151872998,1.9558702521867335,1.930960104500521
47,1.9241113120256121,1.8755865937970269,1.893293388761227,1.8972800720214835,1.8904913005186905,1.8817522782439224,1.9160797873141127,1.889461618916877
48,1.927012016498884,1.9387267755695412,1.954318687903378,1.9719581374476916,1.9553282240454635,1.9572201810578251,1.9684074335158965,1.95567064529895
49,1.9217634527739833,1.9645362815618197,1.9829502610309633,1.983549428314895,1.9805085589381826,1.995678857308802,1.9980922015846352,1.9811580874056212
50,1.923291701978462,1.9415962678795966,1.95206139622807,1.9580119080860323,1.957597749703516,1.953362735337537,1.9636580501912637,1.9550309006470332
51,1.9226455130289029,1.90783135746707,1.921095076092021,1.9243808582152147,1.9242368563335115,1.9097628744441473,1.9369928879481983,1.9252581579988053
52,1.9320383829971184,1.9671012208953516,1.9862122227934178,1.9845669834479407,1.9822211593286965,1.9729984759477681,1.983248611681206,1.9825075496131201
53,1.9265130917649753,1.899959314571423,1.9110684606210462,1.9150026588012292,1.9156521072479376,1.9146152499670792,1.9236025396480323,1.913193769090985
54,1.9257559952194505,1.797776420953181,1.8120397334741514,1.8124593439155008,1.811725696222611,1.7973635206918128,1.8122627620217797,1.812951412105338
55,1.9233958847391723,1.9602677139823743,1.9730742030430937,1.9770528812489006,1.976223495005881,1.9762068013333116,1.9793475170256822,1.9826093907712956
56,1.921476869864248,2.064365517518342,2.0822897549122077,2.083031019755216,2.081978747482893,2.0748188562084184,2.091823997050445,2.083861316975481
57,1.9276306104578835,1.916197244767149,1.932420908594654,1.9307418615280627,1.9317909550674637,1.9208886189211423,1.9202686992674005,1.9300686160107712
58,1.9220240587290036,1.9014864080636091,1.9136374475560407,1.92601608697565,1.916865563487966,1.913441245253685,1.9392012856622438,1.917522972500282
59,1.9259343321673374,1.9601778625045982,1.9756051532104024,1.9837984853404098,1.9751526616732633,1.9790800764076961,1.9947833785245634,1.9773859721404385
60,1.9285842019215775,1.8312876971844423,1.8537151901581008,1.8466074193696964,1.8459482345975093,1.8212800167734293,1.8399511350540358,1.843547283848578
61,1.93582822351471,1.9443416711099888,1.961830890205795,1.9662963969693321,1.9604404319547604,1.9628774401773488,1.9825066199922836,1.9649644226426848
