set_number,sel_train,sel_cv,sel_cv_flip,sel_loo,sel_grid,sel_grid_flip,sel_sloo
1,6,7,6,6,4,4,6
2,5,5,5,5,5,5,5
3,6,4,4,4,7,5,4
4,6,6,6,6,6,6,6
5,6,6,6,6,6,6,6
6,7,7,6,7,6,6,7
7,6,6,6,6,5,4,6
8,7,7,7,7,7,7,7
9,7,5,7,4,4,4,4
10,5,6,6,5,4,4,6
