set_number,sel_train,sel_cv,sel_cv_flip,sel_loo,sel_grid,sel_grid_flip,sel_sloo
1,7,7,4,7,5,5,7
2,6,4,6,6,4,6,6
3,5,4,4,5,6,5,5
4,5,7,7,5,7,7,7
5,5,5,5,4,5,4,4
6,6,6,4,6,4,6,6
7,5,4,6,5,5,5,4
8,6,7,7,6,4,4,6
9,7,4,7,7,7,7,7
10,5,5,5,5,5,4,5
